scenario_id,country,year,quarter,OILE85_y,OILE85_q,STN_y,STN_q,LTN_y,LTN_q,ITS_y,ITS_q,PCS_y,PCS_q,GDP_y,GDP_q,HP_y,HP_q,ESX_y,ESX_q,CBR_y,CBR_q
1,HR,3,12,0,0,0,0,0,0,0,0,0,0,-4.71058331,-4.71058331,-10,-10,0,0,0,0
1,HU,1,1,0,0,0,0,0,0,0,0,0,0,-2.656501795,-2.656501795,-8.75,-5,0,0,0,0
1,HU,1,2,0,0,0,0,0,0,0,0,0,0,-2.656501795,-2.656501795,-8.75,-10,0,0,0,0
1,HU,1,3,0,0,0,0,0,0,0,0,0,0,-2.656501795,-2.656501795,-8.75,-10,0,0,0,0
1,HU,1,4,0,0,0,0,0,0,0,0,0,0,-2.656501795,-2.656501795,-8.75,-10,0,0,0,0
1,HU,2,5,0,0,0,0,0,0,0,0,0,0,-8.179283198,-8.179283198,-10,-10,0,0,0,0
1,HU,2,6,0,0,0,0,0,0,0,0,0,0,-8.179283198,-8.179283198,-10,-10,0,0,0,0
1,HU,2,7,0,0,0,0,0,0,0,0,0,0,-8.179283198,-8.179283198,-10,-10,0,0,0,0
1,HU,2,8,0,0,0,0,0,0,0,0,0,0,-8.179283198,-8.179283198,-10,-10,0,0,0,0
1,HU,3,9,0,0,0,0,0,0,0,0,0,0,-16.393428,-16.393428,-10,-10,0,0,0,0
1,HU,3,10,0,0,0,0,0,0,0,0,0,0,-16.393428,-16.393428,-10,-10,0,0,0,0
1,HU,3,11,0,0,0,0,0,0,0,0,0,0,-16.393428,-16.393428,-10,-10,0,0,0,0
1,HU,3,12,0,0,0,0,0,0,0,0,0,0,-16.393428,-16.393428,-10,-10,0,0,0,0
1,IE,1,1,0,0,0,0,0,0,0,0,0,0,-9.543735478,-9.543735478,-8.75,-5,0,0,0,0
1,IE,1,2,0,0,0,0,0,0,0,0,0,0,-9.543735478,-9.543735478,-8.75,-10,0,0,0,0
1,IE,1,3,0,0,0,0,0,0,0,0,0,0,-9.543735478,-9.543735478,-8.75,-10,0,0,0,0
1,IE,1,4,0,0,0,0,0,0,0,0,0,0,-9.543735478,-9.543735478,-8.75,-10,0,0,0,0
1,IE,2,5,0,0,0,0,0,0,0,0,0,0,-28.11187689,-28.11187689,-10,-10,0,0,0,0
1,IE,2,6,0,0,0,0,0,0,0,0,0,0,-28.11187689,-28.11187689,-10,-10,0,0,0,0
1,IE,2,7,0,0,0,0,0,0,0,0,0,0,-28.11187689,-28.11187689,-10,-10,0,0,0,0
1,IE,2,8,0,0,0,0,0,0,0,0,0,0,-28.11187689,-28.11187689,-10,-10,0,0,0,0
1,IE,3,9,0,0,0,0,0,0,0,0,0,0,-54.23856338,-54.23856338,-10,-10,0,0,0,0
1,IE,3,10,0,0,0,0,0,0,0,0,0,0,-54.23856338,-54.23856338,-10,-10,0,0,0,0
1,IE,3,11,0,0,0,0,0,0,0,0,0,0,-54.23856338,-54.23856338,-10,-10,0,0,0,0
